Location,Location_Name,Latitude,Longitude,Day,Month,Year,Value,Unit
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,3,12,2014,0.13,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,4,12,2014,0.132791667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,5,12,2014,0.136625,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,6,12,2014,0.143083333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,7,12,2014,0.150708333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,8,12,2014,0.152041667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,9,12,2014,0.15525,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,10,12,2014,0.1565,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,11,12,2014,0.15725,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,12,12,2014,0.159875,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,13,12,2014,0.162166667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,14,12,2014,0.163291667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,15,12,2014,0.16125,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,16,12,2014,0.157416667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,17,12,2014,0.155708333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,18,12,2014,0.156583333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,19,12,2014,0.163708333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,20,12,2014,0.171708333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,21,12,2014,0.173416667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,22,12,2014,0.171875,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,23,12,2014,0.169583333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,24,12,2014,0.167208333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,25,12,2014,0.167125,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,26,12,2014,0.166416667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,27,12,2014,0.169083333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,28,12,2014,0.178083333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,29,12,2014,0.174666667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,30,12,2014,0.170166667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,31,12,2014,0.163291667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,1,1,2015,0.190775,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,2,1,2015,0.197354167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,3,1,2015,0.186708333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,4,1,2015,0.19075,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,5,1,2015,0.283541667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,6,1,2015,0.312041667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,7,1,2015,0.261583333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,8,1,2015,0.234395833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,9,1,2015,0.235770833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,10,1,2015,0.237604167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,11,1,2015,0.234291667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,12,1,2015,0.229270833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,13,1,2015,0.224166667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,14,1,2015,0.219833333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,15,1,2015,0.2168125,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,16,1,2015,0.215645833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,17,1,2015,0.214291667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,18,1,2015,0.217583333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,19,1,2015,0.217875,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,20,1,2015,0.214791667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,21,1,2015,0.213625,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,22,1,2015,0.212208333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,23,1,2015,0.208041667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,24,1,2015,0.205541667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,25,1,2015,0.204395833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,26,1,2015,0.206645833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,27,1,2015,0.206645833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,28,1,2015,0.204104167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,29,1,2015,0.202604167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,30,1,2015,0.201416667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,31,1,2015,0.200979167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,1,2,2015,0.201291667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,2,2,2015,0.207583333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,3,2,2015,0.208458333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,4,2,2015,0.207041667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,5,2,2015,0.211,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,6,2,2015,0.2146875,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,7,2,2015,0.221229167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,8,2,2015,0.223458333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,9,2,2015,0.232166667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,10,2,2015,0.2478125,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,11,2,2015,0.256958333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,12,2,2015,0.266041667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,13,2,2015,0.277333333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,14,2,2015,0.304541667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,15,2,2015,0.361541667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,16,2,2015,0.373291667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,17,2,2015,0.378666667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,18,2,2015,0.376958333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,19,2,2015,0.372708333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,20,2,2015,0.3686875,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,21,2,2015,0.364979167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,22,2,2015,0.3575,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,23,2,2015,0.352020833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,24,2,2015,0.3430625,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,25,2,2015,0.330604167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,26,2,2015,0.320083333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,27,2,2015,0.312333333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,28,2,2015,0.301708333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,1,3,2015,0.292854167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,2,3,2015,0.286354167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,3,3,2015,0.27625,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,4,3,2015,0.269416667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,5,3,2015,0.264958333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,6,3,2015,0.260625,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,7,3,2015,0.258125,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,8,3,2015,0.2554375,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,9,3,2015,0.254645833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,10,3,2015,0.253291667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,11,3,2015,0.251833333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,12,3,2015,0.250145833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,13,3,2015,0.250645833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,14,3,2015,0.257645833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,15,3,2015,0.267145833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,16,3,2015,0.283479167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,17,3,2015,0.31925,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,18,3,2015,0.360208333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,19,3,2015,0.370020833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,20,3,2015,0.388625,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,21,3,2015,0.426770833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,22,3,2015,0.472291667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,23,3,2015,0.5128125,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,24,3,2015,0.536895833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,25,3,2015,0.569708333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,26,3,2015,0.626041667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,27,3,2015,0.663854167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,28,3,2015,0.739104167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,29,3,2015,0.801395833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,30,3,2015,0.892708333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,31,3,2015,0.943666667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,1,4,2015,0.964291667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,2,4,2015,0.962041667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,3,4,2015,0.930020833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,4,4,2015,0.901354167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,5,4,2015,0.861208333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,6,4,2015,0.828541667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,7,4,2015,0.795583333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,8,4,2015,0.737354167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,9,4,2015,0.7013125,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,10,4,2015,0.683958333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,11,4,2015,0.732604167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,12,4,2015,0.794541667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,13,4,2015,0.841729167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,14,4,2015,0.9096875,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,15,4,2015,0.973354167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,16,4,2015,1.033,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,17,4,2015,1.081645833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,18,4,2015,1.130708333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,19,4,2015,1.159979167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,20,4,2015,1.181291667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,21,4,2015,1.208354167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,22,4,2015,1.2430625,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,23,4,2015,1.274208333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,24,4,2015,1.3240625,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,25,4,2015,1.3734375,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,26,4,2015,1.424291667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,27,4,2015,1.461875,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,28,4,2015,1.48925,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,29,4,2015,1.535854167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,30,4,2015,1.506479167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,1,5,2015,1.452375,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,2,5,2015,1.4191875,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,3,5,2015,1.3855,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,4,5,2015,1.342125,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,5,5,2015,1.292770833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,6,5,2015,1.204354167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,7,5,2015,1.163145833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,8,5,2015,1.116479167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,9,5,2015,1.0400625,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,10,5,2015,0.9625625,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,11,5,2015,0.883,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,12,5,2015,0.78775,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,13,5,2015,0.722333333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,14,5,2015,0.632479167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,15,5,2015,0.574041667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,16,5,2015,0.527125,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,17,5,2015,0.508354167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,18,5,2015,0.528375,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,19,5,2015,0.515270833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,20,5,2015,0.479333333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,21,5,2015,0.458645833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,22,5,2015,0.422729167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,23,5,2015,0.37275,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,24,5,2015,0.347041667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,25,5,2015,0.333604167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,26,5,2015,0.335979167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,27,5,2015,0.338770833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,28,5,2015,0.347354167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,29,5,2015,0.342020833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,30,5,2015,0.325479167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,31,5,2015,0.312916667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,1,6,2015,0.290979167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,2,6,2015,0.278604167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,3,6,2015,0.276333333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,4,6,2015,0.301083333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,5,6,2015,0.3343125,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,6,6,2015,0.357125,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,7,6,2015,0.369333333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,8,6,2015,0.369270833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,9,6,2015,0.357479167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,10,6,2015,0.3429375,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,11,6,2015,0.321479167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,12,6,2015,0.292041667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,13,6,2015,0.269854167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,14,6,2015,0.250020833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,15,6,2015,0.19775,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,16,6,2015,0.169604167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,17,6,2015,0.146333333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,18,6,2015,0.1285625,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,19,6,2015,0.106291667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,20,6,2015,0.086333333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,21,6,2015,0.0755625,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,22,6,2015,0.0605,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,23,6,2015,0.044125,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,24,6,2015,0.034104167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,25,6,2015,0.025041667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,26,6,2015,0.016541667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,27,6,2015,0.014666667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,28,6,2015,0.014020833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,29,6,2015,0.0128125,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,30,6,2015,0.020416667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,1,7,2015,0.0168125,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,2,7,2015,0.013083333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,3,7,2015,0.010208333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,4,7,2015,0.006145833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,5,7,2015,0.003229167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,6,7,2015,0.003645833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,7,7,2015,0.003645833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,8,7,2015,0.003125,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,9,7,2015,0.002458333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,10,7,2015,0.003083333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,11,7,2015,0.0053125,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,12,7,2015,0.005979167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,13,7,2015,0.005354167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,14,7,2015,0.004791667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,15,7,2015,0.003625,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,16,7,2015,0.002541667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,17,7,2015,0.002958333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,18,7,2015,0.002375,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,19,7,2015,0.002166667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,20,7,2015,0.001729167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,21,7,2015,0.000541667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,22,7,2015,0.000541667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,23,7,2015,0.0010625,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,24,7,2015,0.001458333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,25,7,2015,0.019354167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,26,7,2015,0.0115625,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,27,7,2015,0.013208333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,28,7,2015,0.0134375,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,29,7,2015,0.00975,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,30,7,2015,0.003166667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,31,7,2015,0.0051875,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,1,8,2015,0.011041667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,2,8,2015,0.008354167,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,3,8,2015,0.017625,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,4,8,2015,0.022791667,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,5,8,2015,0.0113125,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,6,8,2015,0.009,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,7,8,2015,0.0088125,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,8,8,2015,0.0251875,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,9,8,2015,0.0270625,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,10,8,2015,0.0255625,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,11,8,2015,0.026520833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,12,8,2015,0.0188125,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,13,8,2015,0.015083333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,14,8,2015,0.0065625,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,15,8,2015,0.006020833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,16,8,2015,0.007020833,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,17,8,2015,0.007958333,m^3/s
08NM0029,Middle Vernon Creek at Lodge Road,50.03444,-119.397825,18,8,2015,0.007291667,m^3/s
